bead1Er,bead1Pm,bead2Er,bead2Pm,bead3Er,bead3Pm,bead4Er,bead4Pm,cMHCIEnEr,cMHCIEnPm,cMHCIEnRabA,cMHCIEnRabB,cMHCIEnRabC,cMHCIEnRabD,cMHCIEnRabE,cMHCIEnRabF,cMHCIEnRabG,cMHCIEnRabH,cMHCIEnRabI,EEA1Er,EEA1Pm,exCxEnEr,exCxEnPm,exCxEnRabA,exCxEnRabB,exCxEnRabC,exCxEnRabD,exCxEnRabE,exCxEnRabF,exCxEnRabG,exCxEnRabH,exCxEnRabI,FeCyCy,FeEnEr,FeEnPm,FeEnRabA,FeEnRabB,FeEnRabC,FeEnRabD,FeEnRabE,FeEnRabF,FeEnRabG,FeEnRabH,FeEnRabI,imCxEnEr,imCxEnPm,imCxEnRabA,imCxEnRabB,imCxEnRabC,imCxEnRabD,imCxEnRabE,imCxEnRabF,imCxEnRabG,imCxEnRabH,imCxEnRabI,M6PREr,M6PRPm,membraneMarkerEr,membraneMarkerPm,membraneMarkerRabA,membraneMarkerRabB,membraneMarkerRabC,membraneMarkerRabD,membraneMarkerRabE,membraneMarkerRabF,membraneMarkerRabG,membraneMarkerRabH,membraneMarkerRabI,mvbEr,mvbPm,mvbRabA,mvbRabB,mvbRabC,mvbRabD,mvbRabE,mvbRabF,mvbRabG,mvbRabH,mvbRabI,NH3CyEr,NH3CyPm,NH3EnEr,NH3EnPm,NH4EnEr,NH4EnPm,oMHCIEnEr,oMHCIEnPm,oMHCIEnRabA,oMHCIEnRabB,oMHCIEnRabC,oMHCIEnRabD,oMHCIEnRabE,oMHCIEnRabF,oMHCIEnRabG,oMHCIEnRabH,oMHCIEnRabI,ovaCyCy,ovaEnEr,ovaEnPm,ovaEnRabA,ovaEnRabB,ovaEnRabC,ovaEnRabD,ovaEnRabE,ovaEnRabF,ovaEnRabG,ovaEnRabH,ovaEnRabI,pepCyCy,pepEnEr,pepEnPm,pepEnRabA,pepEnRabB,pepEnRabC,pepEnRabD,pepEnRabE,pepEnRabF,pepEnRabG,pepEnRabH,pepEnRabI,pepMHCIEnEr,pepMHCIEnPm,pepMHCIEnRabA,pepMHCIEnRabB,pepMHCIEnRabC,pepMHCIEnRabD,pepMHCIEnRabE,pepMHCIEnRabF,pepMHCIEnRabG,pepMHCIEnRabH,pepMHCIEnRabI,povaEnEr,povaEnPm,protonCyCy,protonEnEr,protonEnPm,protonEnRabA,protonEnRabB,protonEnRabC,protonEnRabD,protonEnRabE,protonEnRabF,protonEnRabG,protonEnRabH,protonEnRabI,R-TfaEnEr,R-TfaEnPm,R-TfaEnRabA,R-TfaEnRabB,R-TfaEnRabC,R-TfaEnRabD,R-TfaEnRabE,R-TfaEnRabF,R-TfaEnRabG,R-TfaEnRabH,R-TfaEnRabI,R-TfEnEr,R-TfEnPm,R-TfEnRabA,R-TfEnRabB,R-TfEnRabC,R-TfEnRabD,R-TfEnRabE,R-TfEnRabF,R-TfEnRabG,R-TfEnRabH,R-TfEnRabI,REnEr,REnPm,REnRabA,REnRabB,REnRabC,REnRabD,REnRabE,REnRabF,REnRabG,REnRabH,REnRabI,solubleMarkerEr,solubleMarkerPm,solubleMarkerRabA,solubleMarkerRabB,solubleMarkerRabC,solubleMarkerRabD,solubleMarkerRabE,solubleMarkerRabF,solubleMarkerRabG,solubleMarkerRabH,solubleMarkerRabI,TfaEnEr,TfaEnPm,TfaEnRabA,TfaEnRabB,TfaEnRabC,TfaEnRabD,TfaEnRabE,TfaEnRabF,TfaEnRabG,TfaEnRabH,TfaEnRabI,TfEnEr,TfEnPm,TfEnRabA,TfEnRabB,TfEnRabC,TfEnRabD,TfEnRabE,TfEnRabF,TfEnRabG,TfEnRabH,TfEnRabI,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01643,341.2,6.762,2.504,3.556,0.2611,0.01351,0.006307,0.003142,0.001175,0.001724,0.08183,103.4,4.291,10.64,3.881E-4,6.896E-4,0.006993,3.527E-4,0.009789,0.008079,0.004646,0.005349,0.009531,5.987999999999999E-47,0.0,7.458000000000001E-42,1.291E-38,5.4629999999999995E-39,4.0239999999999995E-39,3.543E-40,1.0759999999999999E-41,2.7100000000000002E-42,1.0700000000000001E-42,9.979E-43,2.1810000000000002E-42,4.291,10.64,3.881E-4,6.896E-4,0.006993,3.527E-4,0.009789,0.008079,0.004646,0.005349,0.009531,212.3,855.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.1,148.8,9.943,1.945,88.54,1.09,0.8877,0.9426,1.018,0.9872,0.0,0.0,0.0,0.0,0.0,0.0,0.001352,27.13,1.897,0.2316,2.49,0.08659,0.003836,0.002358,0.001359,3.828E-4,5.528E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.945E-5,652.9,955200.0,925100.0,50610.0,30500.0,2683000.0,31960.0,25310.0,25650.0,29380.0,21270.0,1.041E-39,2.134E-37,1.146E-36,3.639E-37,3.788E-37,4.998E-38,2.221E-39,8.397E-40,3.805E-40,1.803E-40,3.4169999999999998E-40,1.618E-40,1.329E-36,1.622E-37,1.375E-37,2.77E-37,4.5E-39,6.34E-40,3.401E-40,1.6089999999999999E-40,4.5719999999999994E-41,4.824999999999999E-41,2.504E-4,0.4079,0.1495,0.0636,0.1033,0.006133,3.789E-4,1.702E-4,8.007E-5,2.814E-5,4.488E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.818E-5,0.0903,2.258E-4,3.06E-5,1.51E-5,9.373E-6,6.341E-6,3.908E-6,3.399E-6,1.475E-6,1.074E-6,0.0,1.694E-41,3.889E-45,1.264E-47,4.231E-48,6.822E-49,3.9919999999999996E-51,8.488999999999999E-52,1.68E-49,8.643E-52,2.244E-51,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01643,341.2,6.795,2.405,3.56,0.2556,0.01713,0.005252,0.003276,0.001007,0.001005,0.08183,103.4,4.291,10.64,3.109E-4,6.562E-4,0.006984,3.379E-4,0.009614,0.008031,0.00464,0.005337,0.009877,6.484E-47,0.0,8.2E-42,1.124E-38,5.0669999999999994E-39,3.897E-39,2.975E-40,1.3959999999999998E-41,1.2650000000000001E-42,1.225E-42,7.018E-43,1.047E-42,4.291,10.64,3.109E-4,6.562E-4,0.006984,3.379E-4,0.009614,0.008031,0.00464,0.005337,0.009877,212.3,855.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969.2,155.7,9.376,1.385,85.07,1.042,0.8392,0.9021,0.9639,0.942,0.0,0.0,0.0,0.0,0.0,0.0,0.001352,27.13,1.889,0.2222,2.507,0.08551,0.005157,0.001973,0.001406,3.241E-4,2.916E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.945E-5,652.8,955200.0,947100.0,51200.0,30320.0,2744000.0,32490.0,25510.0,25800.0,29960.0,21610.0,1.041E-39,1.6779999999999999E-37,1.16E-36,3.699E-37,3.845E-37,5.035E-38,3.127E-39,5.826E-40,4.15E-40,1.4099999999999999E-40,1.681E-40,1.618E-40,1.329E-36,1.4319999999999999E-37,1.334E-37,2.729E-37,3.799E-39,6.754E-40,3.195E-40,1.614E-40,4.1059999999999996E-41,3.314E-41,2.504E-4,0.4077,0.1499,0.06388,0.1036,0.006098,4.788E-4,1.41E-4,8.38E-5,2.35E-5,2.499E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.816E-5,0.0903,2.275E-4,2.964E-5,1.498E-5,9.274E-6,6.428E-6,3.88E-6,3.403E-6,1.46E-6,1.068E-6,0.0,1.694E-41,4.322E-45,1.261E-47,4.055E-48,6.014E-49,3.9899999999999995E-51,8.485E-52,1.402E-49,8.633E-52,2.244E-51,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01643,341.3,6.799,2.372,3.546,0.2536,0.01712,0.005253,0.003278,0.001008,0.001005,0.08183,103.4,4.291,10.64,3.143E-4,6.562E-4,0.006984,3.385E-4,0.009609,0.008031,0.00464,0.005337,0.009877,6.901999999999999E-47,0.0,8.943E-42,9.462E-39,4.9239999999999995E-39,3.978E-39,2.464E-40,2.357E-41,1.2810000000000001E-42,1.141E-42,6.097E-43,8.923E-43,4.291,10.64,3.143E-4,6.562E-4,0.006984,3.385E-4,0.009609,0.008031,0.00464,0.005337,0.009877,212.3,855.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970.2,167.5,8.749,1.218,81.09,1.008,0.8063,0.8706,0.9264,0.8963,0.0,0.0,0.0,0.0,0.0,0.0,0.001352,27.14,1.888,0.2109,2.508,0.08474,0.005161,0.001977,0.001409,3.286E-4,2.932E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.94E-5,652.8,955200.0,971300.0,51560.0,30270.0,2782000.0,33190.0,25630.0,25830.0,30330.0,22320.0,1.041E-39,1.3199999999999999E-37,1.181E-36,3.678E-37,3.8609999999999995E-37,5.01E-38,3.151E-39,5.834E-40,4.166E-40,1.424E-40,1.7E-40,1.618E-40,1.3300000000000001E-36,1.234E-37,1.294E-37,2.686E-37,3.191E-39,6.49E-40,3.179E-40,1.5959999999999999E-40,3.989E-41,3.124E-41,2.504E-4,0.408,0.1501,0.06326,0.1032,0.006003,4.787E-4,1.41E-4,8.383E-5,2.353E-5,2.5E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.816E-5,0.0903,2.27E-4,2.881E-5,1.482E-5,9.274E-6,6.43E-6,3.881E-6,3.405E-6,1.463E-6,1.069E-6,0.0,1.694E-41,4.322E-45,1.273E-47,4.072E-48,6.838E-49,3.984E-51,8.471E-52,1.677E-49,8.604E-52,2.2419999999999998E-51,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01643,341.3,6.926,2.278,3.531,0.2486,0.01712,0.005253,0.003277,0.001002,0.001011,0.08183,103.4,4.291,10.64,3.167E-4,6.239E-4,0.006974,3.378E-4,0.009609,0.008031,0.00464,0.00527,0.009983,7.245E-47,0.0,9.685000000000001E-42,8.371999999999999E-39,4.5119999999999997E-39,4.1879999999999996E-39,2.064E-40,1.4189999999999999E-41,1.336E-42,1.0830000000000001E-42,5.567E-43,8.376E-43,4.291,10.64,3.167E-4,6.239E-4,0.006974,3.378E-4,0.009609,0.008031,0.00464,0.00527,0.009983,212.3,855.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.1,171.7,8.764,1.981,78.6,0.9697,0.7716,0.8342,0.8842,0.8544,0.0,0.0,0.0,0.0,0.0,0.0,0.001352,27.14,1.917,0.1976,2.495,0.08326,0.005161,0.001977,0.001409,3.238E-4,2.979E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.93E-5,652.1,955200.0,988300.0,51800.0,30250.0,2820000.0,33180.0,25780.0,25900.0,30750.0,22610.0,1.041E-39,1.038E-37,1.1950000000000001E-36,3.5839999999999997E-37,3.891E-37,4.943E-38,3.172E-39,5.84E-40,4.178E-40,1.4289999999999999E-40,1.721E-40,1.618E-40,1.329E-36,1.161E-37,1.251E-37,2.6609999999999998E-37,2.632E-39,6.272E-40,3.165E-40,1.579E-40,3.8269999999999997E-41,3.0039999999999997E-41,2.504E-4,0.4078,0.1527,0.06173,0.1033,0.005863,4.787E-4,1.41E-4,8.383E-5,2.336E-5,2.517E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.805E-5,0.0903,2.304E-4,2.783E-5,1.485E-5,9.188E-6,6.43E-6,3.881E-6,3.405E-6,1.461E-6,1.176E-6,0.0,1.694E-41,5.012E-45,2.7909999999999997E-47,4.075E-48,6.835E-49,3.983E-51,8.468E-52,1.676E-49,8.72E-52,2.228E-51,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01643,341.3,6.945,2.163,3.54,0.2474,0.01652,0.005796,0.003288,0.001003,0.001017,0.08183,103.4,4.291,10.64,3.163E-4,6.213E-4,0.006975,3.372E-4,0.0096,0.00804,0.004641,0.00527,0.009984,7.550999999999999E-47,0.0,1.0429999999999999E-41,7.681E-39,4.0699999999999996E-39,4.347E-39,1.751E-40,1.1099999999999999E-41,1.839E-42,1.065E-42,5.086E-43,7.419E-43,4.291,10.64,3.163E-4,6.213E-4,0.006975,3.372E-4,0.0096,0.00804,0.004641,0.00527,0.009984,212.3,855.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.1,174.1,7.666,1.344,77.95,0.9414,0.7401,0.8003,0.8476,0.8051,0.0,0.0,0.0,0.0,0.0,0.0,0.001352,27.15,1.9,0.197,2.501,0.08298,0.004945,0.002172,0.001413,3.241E-4,3.0E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.93E-5,652.1,955200.0,999300.0,52570.0,30260.0,2845000.0,33000.0,25980.0,25950.0,30970.0,22790.0,1.041E-39,8.168E-38,1.213E-36,3.488E-37,3.921E-37,4.96E-38,3.0359999999999996E-39,7.213E-40,4.215E-40,1.439E-40,1.751E-40,1.618E-40,1.3300000000000001E-36,1.033E-37,1.182E-37,2.6379999999999997E-37,2.221E-39,6.05E-40,3.209E-40,1.568E-40,3.7389999999999996E-41,2.8559999999999997E-41,2.504E-4,0.4082,0.1532,0.05985,0.1034,0.005836,4.621E-4,1.561E-4,8.414E-5,2.339E-5,2.533E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.805E-5,0.0903,2.3E-4,2.782E-5,1.461E-5,9.189E-6,6.404E-6,3.905E-6,3.406E-6,1.461E-6,1.177E-6,0.0,1.694E-41,4.9659999999999996E-45,6.891999999999999E-47,7.51E-48,6.829E-49,3.975E-51,8.451E-52,1.675E-49,8.682E-52,2.227E-51,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01643,341.4,6.956,2.153,3.531,0.2464,0.01652,0.005796,0.003288,0.001003,0.001017,0.08183,103.4,4.291,10.64,3.27E-4,6.134E-4,0.006968,3.363E-4,0.0096,0.00804,0.004641,0.00527,0.009984,7.817999999999999E-47,0.0,1.1169999999999999E-41,6.842999999999999E-39,3.956E-39,4.407E-39,1.523E-40,9.593E-42,1.897E-42,1.0710000000000001E-42,4.716E-43,6.62E-43,4.291,10.64,3.27E-4,6.134E-4,0.006968,3.363E-4,0.0096,0.00804,0.004641,0.00527,0.009984,212.3,855.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.1,178.1,7.639,1.326,75.86,0.895,0.7063,0.7686,0.8084,0.7709,0.0,0.0,0.0,0.0,0.0,0.0,0.001352,27.15,1.9,0.1964,2.501,0.08302,0.004945,0.002172,0.001413,3.241E-4,2.999E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.92E-5,652.1,955200.0,1010000.0,53110.0,30290.0,2867000.0,32970.0,26070.0,25990.0,31160.0,22900.0,1.041E-39,6.43E-38,1.229E-36,3.513E-37,3.913E-37,5.004E-38,3.051E-39,7.2249999999999995E-40,4.223E-40,1.446E-40,1.7629999999999999E-40,1.618E-40,1.332E-36,8.979E-38,1.151E-37,2.6179999999999997E-37,1.9499999999999998E-39,5.895E-40,3.19E-40,1.555E-40,3.664E-41,2.731E-41,2.504E-4,0.4086,0.1536,0.05978,0.1031,0.005859,4.621E-4,1.561E-4,8.414E-5,2.339E-5,2.533E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.805E-5,0.0903,2.295E-4,2.785E-5,1.461E-5,9.204E-6,6.404E-6,3.905E-6,3.406E-6,1.461E-6,1.177E-6,0.0,1.694E-41,4.947E-45,8.411999999999999E-47,9.136E-48,2.108E-48,3.974E-51,8.447E-52,1.674E-49,8.676E-52,2.2249999999999998E-51,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01643,341.4,6.851,2.217,3.534,0.248,0.01708,0.005252,0.003276,0.001001,0.001007,0.08183,103.4,4.291,10.64,3.357E-4,6.352E-4,0.006923,3.395E-4,0.009607,0.008031,0.00464,0.00527,0.009984,8.056E-47,0.0,1.191E-41,6.104E-39,3.975E-39,4.579E-39,1.321E-40,3.3149999999999997E-41,1.6760000000000002E-42,1.088E-42,4.391E-43,5.69E-43,4.291,10.64,3.357E-4,6.352E-4,0.006923,3.395E-4,0.009607,0.008031,0.00464,0.00527,0.009984,212.3,855.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.2,190.7,7.81,1.323,71.84,0.7847,0.6677,0.7333,0.7641,0.7281,0.0,0.0,0.0,0.0,0.0,0.0,0.001352,27.17,1.855,0.2021,2.52,0.08234,0.005157,0.001976,0.001408,3.236E-4,2.972E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.915E-5,652.1,955200.0,1013000.0,53500.0,30480.0,2886000.0,33970.0,26040.0,26000.0,31290.0,22890.0,1.041E-39,5.068E-38,1.2250000000000001E-36,3.6459999999999998E-37,3.954E-37,5.066E-38,3.21E-39,5.849E-40,4.198E-40,1.447E-40,1.749E-40,1.618E-40,1.3350000000000002E-36,7.504E-38,1.14E-37,2.61E-37,1.681E-39,5.785E-40,3.133E-40,1.544E-40,3.5969999999999996E-41,2.6109999999999996E-41,2.504E-4,0.4096,0.1511,0.06153,0.1036,0.005903,4.774E-4,1.41E-4,8.379E-5,2.334E-5,2.501E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.805E-5,0.0903,2.252E-4,2.971E-5,1.483E-5,9.143E-6,6.439E-6,3.882E-6,3.405E-6,1.461E-6,1.174E-6,0.0,1.694E-41,4.826E-45,1.6910000000000002E-46,4.3729999999999997E-47,2.0760000000000002E-48,4.8349999999999994E-51,8.296E-52,1.567E-49,8.528E-52,2.134E-51,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01643,341.4,6.81,2.25,3.521,0.2486,0.017,0.005251,0.003275,9.993E-4,0.001013,0.08183,103.4,4.291,10.64,3.499E-4,6.197E-4,0.006909,3.394E-4,0.00945,0.007994,0.004594,0.005213,0.01027,8.268999999999999E-47,0.0,1.266E-41,5.323E-39,3.768E-39,4.706E-39,1.127E-40,2.5009999999999997E-41,1.7870000000000002E-42,1.11E-42,4.189E-43,5.232E-43,4.291,10.64,3.499E-4,6.197E-4,0.006909,3.394E-4,0.00945,0.007994,0.004594,0.005213,0.01027,212.3,855.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.2,203.8,7.61,1.282,68.37,0.7497,0.6398,0.7041,0.7325,0.7009,0.0,0.0,0.0,0.0,0.0,0.0,0.001352,27.19,1.843,0.2076,2.514,0.08206,0.005123,0.001976,0.001407,3.226E-4,3.022E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.91E-5,652.1,955200.0,1024000.0,53920.0,30500.0,2900000.0,33620.0,26090.0,26030.0,31410.0,22960.0,1.041E-39,3.988E-38,1.228E-36,3.735E-37,3.973E-37,5.095E-38,3.212E-39,5.849E-40,4.203E-40,1.45E-40,1.765E-40,1.618E-40,1.3360000000000001E-36,6.543E-38,1.099E-37,2.602E-37,1.432E-39,5.609E-40,3.123E-40,1.534E-40,3.5279999999999997E-41,2.5839999999999996E-41,2.504E-4,0.4099,0.1504,0.06201,0.1038,0.005905,4.752E-4,1.41E-4,8.377E-5,2.33E-5,2.523E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.805E-5,0.0903,2.245E-4,3.047E-5,1.48E-5,9.131E-6,6.145E-6,3.882E-6,3.406E-6,1.462E-6,1.17E-6,0.0,1.6859999999999998E-41,4.825E-45,1.6910000000000002E-46,4.3759999999999995E-47,2.107E-48,4.8339999999999994E-51,8.293E-52,1.674E-49,8.524E-52,2.133E-51,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01643,340.4,7.831,2.223,3.515,0.2463,0.01692,0.005252,0.003276,0.001,0.001014,0.08183,103.4,4.291,10.64,3.357E-4,6.36E-4,0.00691,4.196E-4,0.009362,0.007995,0.004595,0.005214,0.01028,8.451999999999999E-47,0.0,1.34E-41,4.4489999999999997E-39,3.696E-39,4.821E-39,9.480999999999999E-41,2.1379999999999997E-41,1.935E-42,1.148E-42,4.067E-43,4.761E-43,4.291,10.64,3.357E-4,6.36E-4,0.00691,4.196E-4,0.009362,0.007995,0.004595,0.005214,0.01028,212.3,855.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972.8,218.2,7.071,1.078,66.62,0.7135,0.6145,0.6799,0.7049,0.6751,0.0,0.0,0.0,0.0,0.0,0.0,0.001352,26.94,2.095,0.1997,2.514,0.08191,0.005074,0.001976,0.001408,3.233E-4,3.024E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.905E-5,652.0,955200.0,1033000.0,50430.0,30060.0,2908000.0,34380.0,26110.0,26030.0,31480.0,23050.0,1.041E-39,3.12E-38,1.2350000000000001E-36,3.752E-37,3.9659999999999996E-37,5.075E-38,3.212E-39,5.8509999999999995E-40,4.208E-40,1.456E-40,1.773E-40,1.618E-40,1.329E-36,1.25E-37,1.0829999999999999E-37,2.593E-37,1.1909999999999999E-39,5.462E-40,3.116E-40,1.526E-40,3.4869999999999996E-41,2.5069999999999996E-41,2.504E-4,0.4078,0.1712,0.06212,0.1036,0.005854,4.731E-4,1.41E-4,8.379E-5,2.333E-5,2.524E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.803E-5,0.0903,2.523E-4,2.945E-5,1.466E-5,9.453E-6,5.755E-6,3.886E-6,3.41E-6,1.468E-6,1.191E-6,0.0,1.6859999999999998E-41,1.005E-44,1.6910000000000002E-46,4.3749999999999997E-47,2.107E-48,4.8329999999999993E-51,8.291E-52,1.673E-49,8.522E-52,2.133E-51,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01643,340.4,7.825,2.227,3.504,0.248,0.01763,0.005251,0.003276,0.001,0.001014,0.08183,103.4,4.291,10.64,3.366E-4,6.223E-4,0.006919,4.192E-4,0.009365,0.007995,0.004595,0.005214,0.01028,8.613E-47,0.0,1.4149999999999998E-41,3.7639999999999996E-39,3.718E-39,4.849E-39,7.972E-41,4.1659999999999995E-41,2.0930000000000002E-42,1.195E-42,3.986E-43,4.375E-43,4.291,10.64,3.366E-4,6.223E-4,0.006919,4.192E-4,0.009365,0.007995,0.004595,0.005214,0.01028,212.3,855.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972.8,224.8,7.345,1.067,64.93,0.6911,0.5888,0.6541,0.6834,0.6505,0.0,0.0,0.0,0.0,0.0,0.0,0.001352,26.94,2.095,0.2018,2.51,0.0824,0.005582,0.001976,0.001408,3.232E-4,3.024E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.905E-5,652.0,955200.0,1041000.0,50230.0,30180.0,2918000.0,33650.0,26050.0,25950.0,31520.0,23070.0,1.041E-39,2.454E-38,1.2430000000000001E-36,3.767E-37,3.969E-37,5.092E-38,3.3149999999999996E-39,5.852E-40,4.212E-40,1.459E-40,1.779E-40,1.618E-40,1.329E-36,1.168E-37,1.079E-37,2.569E-37,1.125E-39,5.682E-40,3.1089999999999998E-40,1.5189999999999999E-40,3.4459999999999996E-41,2.4389999999999996E-41,2.504E-4,0.4079,0.1711,0.06236,0.1034,0.005887,4.946E-4,1.41E-4,8.379E-5,2.333E-5,2.524E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.803E-5,0.0903,2.521E-4,2.948E-5,1.465E-5,9.507E-6,5.754E-6,3.886E-6,3.41E-6,1.468E-6,1.19E-6,0.0,1.6859999999999998E-41,1.002E-44,1.948E-46,4.3789999999999997E-47,1.1619999999999999E-47,4.8329999999999993E-51,8.289E-52,1.672E-49,8.518999999999999E-52,2.1319999999999999E-51,
